DAY_DATE,YEAR,MONTH,MONTH_NAME,DAY_OF_MON,DAY_OF_WEEK,WEEK_OF_YEAR,DAY_OF_YEAR
2001-08-05,2001,8,Aug,5,0,31,217
2001-08-06,2001,8,Aug,6,1,32,218
2001-08-07,2001,8,Aug,7,2,32,219
2001-08-08,2001,8,Aug,8,3,32,220
2001-08-09,2001,8,Aug,9,4,32,221
2001-08-10,2001,8,Aug,10,5,32,222
2001-08-11,2001,8,Aug,11,6,32,223
2001-08-12,2001,8,Aug,12,0,32,224
2001-08-13,2001,8,Aug,13,1,33,225
2001-08-14,2001,8,Aug,14,2,33,226
2001-08-15,2001,8,Aug,15,3,33,227
2001-08-16,2001,8,Aug,16,4,33,228
2001-08-17,2001,8,Aug,17,5,33,229
2001-08-18,2001,8,Aug,18,6,33,230
2001-08-19,2001,8,Aug,19,0,33,231
2001-08-20,2001,8,Aug,20,1,34,232
2001-08-21,2001,8,Aug,21,2,34,233
2001-08-22,2001,8,Aug,22,3,34,234
2001-08-23,2001,8,Aug,23,4,34,235
2001-08-24,2001,8,Aug,24,5,34,236
2001-08-25,2001,8,Aug,25,6,34,237
2001-08-26,2001,8,Aug,26,0,34,238
2001-08-27,2001,8,Aug,27,1,35,239
2001-08-28,2001,8,Aug,28,2,35,240
2001-08-29,2001,8,Aug,29,3,35,241
2001-08-30,2001,8,Aug,30,4,35,242
2001-08-31,2001,8,Aug,31,5,35,243
2001-09-01,2001,9,Sep,1,6,35,244
2001-09-02,2001,9,Sep,2,0,35,245
2001-09-03,2001,9,Sep,3,1,36,246
2001-09-04,2001,9,Sep,4,2,36,247
2001-09-05,2001,9,Sep,5,3,36,248
2001-09-06,2001,9,Sep,6,4,36,249
2001-09-07,2001,9,Sep,7,5,36,250
2001-09-08,2001,9,Sep,8,6,36,251
2001-09-09,2001,9,Sep,9,0,36,252
2001-09-10,2001,9,Sep,10,1,37,253
2001-09-11,2001,9,Sep,11,2,37,254
2001-09-12,2001,9,Sep,12,3,37,255
2001-09-13,2001,9,Sep,13,4,37,256
2001-09-14,2001,9,Sep,14,5,37,257
2001-09-15,2001,9,Sep,15,6,37,258
2001-09-16,2001,9,Sep,16,0,37,259
2001-09-17,2001,9,Sep,17,1,38,260
2001-09-18,2001,9,Sep,18,2,38,261
2001-09-19,2001,9,Sep,19,3,38,262
2001-09-20,2001,9,Sep,20,4,38,263
2001-09-21,2001,9,Sep,21,5,38,264
2001-09-22,2001,9,Sep,22,6,38,265
2001-09-23,2001,9,Sep,23,0,38,266
2001-09-24,2001,9,Sep,24,1,39,267
2001-09-25,2001,9,Sep,25,2,39,268
2001-09-26,2001,9,Sep,26,3,39,269
2001-09-27,2001,9,Sep,27,4,39,270
2001-09-28,2001,9,Sep,28,5,39,271
2001-09-29,2001,9,Sep,29,6,39,272
2001-09-30,2001,9,Sep,30,0,39,273
2001-10-01,2001,10,Oct,1,1,40,274
2001-10-02,2001,10,Oct,2,2,40,275
2001-10-03,2001,10,Oct,3,3,40,276
2001-10-04,2001,10,Oct,4,4,40,277
2001-10-05,2001,10,Oct,5,5,40,278
2001-10-06,2001,10,Oct,6,6,40,279
2001-10-07,2001,10,Oct,7,0,40,280
2001-10-08,2001,10,Oct,8,1,41,281
2001-10-09,2001,10,Oct,9,2,41,282
2001-10-10,2001,10,Oct,10,3,41,283
2001-10-11,2001,10,Oct,11,4,41,284
2001-10-12,2001,10,Oct,12,5,41,285
2001-10-13,2001,10,Oct,13,6,41,286
2001-10-14,2001,10,Oct,14,0,41,287
2001-10-15,2001,10,Oct,15,1,42,288
2001-10-16,2001,10,Oct,16,2,42,289
2001-10-17,2001,10,Oct,17,3,42,290
2001-10-18,2001,10,Oct,18,4,42,291
2001-10-19,2001,10,Oct,19,5,42,292
2001-10-20,2001,10,Oct,20,6,42,293
2001-10-21,2001,10,Oct,21,0,42,294
2001-10-22,2001,10,Oct,22,1,43,295
2001-10-23,2001,10,Oct,23,2,43,296
2001-10-24,2001,10,Oct,24,3,43,297
2001-10-25,2001,10,Oct,25,4,43,298
2001-10-26,2001,10,Oct,26,5,43,299
2001-10-27,2001,10,Oct,27,6,43,300
2001-10-28,2001,10,Oct,28,0,43,301
2001-10-29,2001,10,Oct,29,1,44,302
2001-10-30,2001,10,Oct,30,2,44,303
2001-10-31,2001,10,Oct,31,3,44,304
2001-11-01,2001,11,Nov,1,4,44,305
2001-11-02,2001,11,Nov,2,5,44,306
2001-11-03,2001,11,Nov,3,6,44,307
2001-11-04,2001,11,Nov,4,0,44,308
2001-11-05,2001,11,Nov,5,1,45,309
2001-11-06,2001,11,Nov,6,2,45,310
2001-11-07,2001,11,Nov,7,3,45,311
2001-11-08,2001,11,Nov,8,4,45,312
2001-11-09,2001,11,Nov,9,5,45,313
2001-11-10,2001,11,Nov,10,6,45,314
2001-11-11,2001,11,Nov,11,0,45,315
2001-11-12,2001,11,Nov,12,1,46,316
2001-11-13,2001,11,Nov,13,2,46,317
2001-11-14,2001,11,Nov,14,3,46,318
2001-11-15,2001,11,Nov,15,4,46,319
2001-11-16,2001,11,Nov,16,5,46,320
2001-11-17,2001,11,Nov,17,6,46,321
2001-11-18,2001,11,Nov,18,0,46,322
2001-11-19,2001,11,Nov,19,1,47,323
2001-11-20,2001,11,Nov,20,2,47,324
2001-11-21,2001,11,Nov,21,3,47,325
2001-11-22,2001,11,Nov,22,4,47,326
2001-11-23,2001,11,Nov,23,5,47,327
2001-11-24,2001,11,Nov,24,6,47,328
2001-11-25,2001,11,Nov,25,0,47,329
2001-11-26,2001,11,Nov,26,1,48,330
2001-11-27,2001,11,Nov,27,2,48,331
2001-11-28,2001,11,Nov,28,3,48,332
2001-11-29,2001,11,Nov,29,4,48,333
2001-11-30,2001,11,Nov,30,5,48,334
2001-12-01,2001,12,Dec,1,6,48,335
2001-12-02,2001,12,Dec,2,0,48,336
2001-12-03,2001,12,Dec,3,1,49,337
2001-12-04,2001,12,Dec,4,2,49,338
2001-12-05,2001,12,Dec,5,3,49,339
2001-12-06,2001,12,Dec,6,4,49,340
2001-12-07,2001,12,Dec,7,5,49,341
2001-12-08,2001,12,Dec,8,6,49,342
2001-12-09,2001,12,Dec,9,0,49,343
2001-12-10,2001,12,Dec,10,1,50,344
2001-12-11,2001,12,Dec,11,2,50,345
2001-12-12,2001,12,Dec,12,3,50,346
2001-12-13,2001,12,Dec,13,4,50,347
2001-12-14,2001,12,Dec,14,5,50,348
2001-12-15,2001,12,Dec,15,6,50,349
2001-12-16,2001,12,Dec,16,0,50,350
2001-12-17,2001,12,Dec,17,1,51,351
2001-12-18,2001,12,Dec,18,2,51,352
2001-12-19,2001,12,Dec,19,3,51,353
2001-12-20,2001,12,Dec,20,4,51,354
2001-12-21,2001,12,Dec,21,5,51,355
2001-12-22,2001,12,Dec,22,6,51,356
2001-12-23,2001,12,Dec,23,0,51,357
2001-12-24,2001,12,Dec,24,1,52,358
2001-12-25,2001,12,Dec,25,2,52,359
2001-12-26,2001,12,Dec,26,3,52,360
2001-12-27,2001,12,Dec,27,4,52,361
2001-12-28,2001,12,Dec,28,5,52,362
2001-12-29,2001,12,Dec,29,6,52,363
2001-12-30,2001,12,Dec,30,0,52,364
2001-12-31,2001,12,Dec,31,1,1,365
2002-01-01,2002,1,Jan,1,2,1,1
2002-01-02,2002,1,Jan,2,3,1,2
2002-01-03,2002,1,Jan,3,4,1,3
2002-01-04,2002,1,Jan,4,5,1,4
2002-01-05,2002,1,Jan,5,6,1,5
2002-01-06,2002,1,Jan,6,0,1,6
2002-01-07,2002,1,Jan,7,1,2,7
2002-01-08,2002,1,Jan,8,2,2,8
2002-01-09,2002,1,Jan,9,3,2,9
2002-01-10,2002,1,Jan,10,4,2,10
2002-01-11,2002,1,Jan,11,5,2,11
2002-01-12,2002,1,Jan,12,6,2,12
2002-01-13,2002,1,Jan,13,0,2,13
2002-01-14,2002,1,Jan,14,1,3,14
2002-01-15,2002,1,Jan,15,2,3,15
2002-01-16,2002,1,Jan,16,3,3,16
2002-01-17,2002,1,Jan,17,4,3,17
2002-01-18,2002,1,Jan,18,5,3,18
2002-01-19,2002,1,Jan,19,6,3,19
2002-01-20,2002,1,Jan,20,0,3,20
2002-01-21,2002,1,Jan,21,1,4,21
2002-01-22,2002,1,Jan,22,2,4,22
2002-01-23,2002,1,Jan,23,3,4,23
2002-01-24,2002,1,Jan,24,4,4,24
2002-01-25,2002,1,Jan,25,5,4,25
2002-01-26,2002,1,Jan,26,6,4,26
2002-01-27,2002,1,Jan,27,0,4,27
2002-01-28,2002,1,Jan,28,1,5,28
2002-01-29,2002,1,Jan,29,2,5,29
2002-01-30,2002,1,Jan,30,3,5,30
2002-01-31,2002,1,Jan,31,4,5,31
2002-02-01,2002,2,Feb,1,5,5,32
2002-02-02,2002,2,Feb,2,6,5,33
2002-02-03,2002,2,Feb,3,0,5,34
2002-02-04,2002,2,Feb,4,1,6,35
2002-02-05,2002,2,Feb,5,2,6,36
2002-02-06,2002,2,Feb,6,3,6,37
2002-02-07,2002,2,Feb,7,4,6,38
2002-02-08,2002,2,Feb,8,5,6,39
2002-02-09,2002,2,Feb,9,6,6,40
2002-02-10,2002,2,Feb,10,0,6,41
2002-02-11,2002,2,Feb,11,1,7,42
2002-02-12,2002,2,Feb,12,2,7,43
2002-02-13,2002,2,Feb,13,3,7,44
2002-02-14,2002,2,Feb,14,4,7,45
2002-02-15,2002,2,Feb,15,5,7,46
2002-02-16,2002,2,Feb,16,6,7,47
2002-02-17,2002,2,Feb,17,0,7,48
2002-02-18,2002,2,Feb,18,1,8,49
2002-02-19,2002,2,Feb,19,2,8,50
2002-02-20,2002,2,Feb,20,3,8,51
2002-02-21,2002,2,Feb,21,4,8,52
2002-02-22,2002,2,Feb,22,5,8,53
2002-02-23,2002,2,Feb,23,6,8,54
2002-02-24,2002,2,Feb,24,0,8,55
2002-02-25,2002,2,Feb,25,1,9,56
2002-02-26,2002,2,Feb,26,2,9,57
2002-02-27,2002,2,Feb,27,3,9,58
2002-02-28,2002,2,Feb,28,4,9,59
2002-03-01,2002,3,Mar,1,5,9,60
2002-03-02,2002,3,Mar,2,6,9,61
2002-03-03,2002,3,Mar,3,0,9,62
2002-03-04,2002,3,Mar,4,1,10,63
2002-03-05,2002,3,Mar,5,2,10,64
2002-03-06,2002,3,Mar,6,3,10,65
2002-03-07,2002,3,Mar,7,4,10,66
2002-03-08,2002,3,Mar,8,5,10,67
2002-03-09,2002,3,Mar,9,6,10,68
2002-03-10,2002,3,Mar,10,0,10,69
2002-03-11,2002,3,Mar,11,1,11,70
2002-03-12,2002,3,Mar,12,2,11,71
2002-03-13,2002,3,Mar,13,3,11,72
2002-03-14,2002,3,Mar,14,4,11,73
2002-03-15,2002,3,Mar,15,5,11,74
2002-03-16,2002,3,Mar,16,6,11,75
2002-03-17,2002,3,Mar,17,0,11,76
2002-03-18,2002,3,Mar,18,1,12,77
2002-03-19,2002,3,Mar,19,2,12,78
2002-03-20,2002,3,Mar,20,3,12,79
2002-03-21,2002,3,Mar,21,4,12,80
2002-03-22,2002,3,Mar,22,5,12,81
2002-03-23,2002,3,Mar,23,6,12,82
2002-03-24,2002,3,Mar,24,0,12,83
2002-03-25,2002,3,Mar,25,1,13,84
2002-03-26,2002,3,Mar,26,2,13,85
2002-03-27,2002,3,Mar,27,3,13,86
2002-03-28,2002,3,Mar,28,4,13,87
2002-03-29,2002,3,Mar,29,5,13,88
2002-03-30,2002,3,Mar,30,6,13,89
2002-03-31,2002,3,Mar,31,0,13,90
2002-04-01,2002,4,Apr,1,1,14,91
2002-04-02,2002,4,Apr,2,2,14,92
2002-04-03,2002,4,Apr,3,3,14,93
2002-04-04,2002,4,Apr,4,4,14,94
2002-04-05,2002,4,Apr,5,5,14,95
2002-04-06,2002,4,Apr,6,6,14,96
2002-04-07,2002,4,Apr,7,0,14,97
2002-04-08,2002,4,Apr,8,1,15,98
2002-04-09,2002,4,Apr,9,2,15,99
2002-04-10,2002,4,Apr,10,3,15,100
2002-04-11,2002,4,Apr,11,4,15,101
2002-04-12,2002,4,Apr,12,5,15,102
2002-04-13,2002,4,Apr,13,6,15,103
2002-04-14,2002,4,Apr,14,0,15,104
2002-04-15,2002,4,Apr,15,1,16,105
2002-04-16,2002,4,Apr,16,2,16,106
2002-04-17,2002,4,Apr,17,3,16,107
2002-04-18,2002,4,Apr,18,4,16,108
2002-04-19,2002,4,Apr,19,5,16,109
2002-04-20,2002,4,Apr,20,6,16,110
2002-04-21,2002,4,Apr,21,0,16,111
2002-04-22,2002,4,Apr,22,1,17,112
2002-04-23,2002,4,Apr,23,2,17,113
2002-04-24,2002,4,Apr,24,3,17,114
2002-04-25,2002,4,Apr,25,4,17,115
2002-04-26,2002,4,Apr,26,5,17,116
2002-04-27,2002,4,Apr,27,6,17,117
2002-04-28,2002,4,Apr,28,0,17,118
2002-04-29,2002,4,Apr,29,1,18,119
2002-04-30,2002,4,Apr,30,2,18,120
2002-05-01,2002,5,May,1,3,18,121
2002-05-02,2002,5,May,2,4,18,122
2002-05-03,2002,5,May,3,5,18,123
2002-05-04,2002,5,May,4,6,18,124
2002-05-05,2002,5,May,5,0,18,125
2002-05-06,2002,5,May,6,1,19,126
2002-05-07,2002,5,May,7,2,19,127
2002-05-08,2002,5,May,8,3,19,128
2002-05-09,2002,5,May,9,4,19,129
2002-05-10,2002,5,May,10,5,19,130
2002-05-11,2002,5,May,11,6,19,131
2002-05-12,2002,5,May,12,0,19,132
2002-05-13,2002,5,May,13,1,20,133
2002-05-14,2002,5,May,14,2,20,134
2002-05-15,2002,5,May,15,3,20,135
2002-05-16,2002,5,May,16,4,20,136
2002-05-17,2002,5,May,17,5,20,137
2002-05-18,2002,5,May,18,6,20,138
2002-05-19,2002,5,May,19,0,20,139
2002-05-20,2002,5,May,20,1,21,140
2002-05-21,2002,5,May,21,2,21,141
2002-05-22,2002,5,May,22,3,21,142
2002-05-23,2002,5,May,23,4,21,143
2002-05-24,2002,5,May,24,5,21,144
2002-05-25,2002,5,May,25,6,21,145
2002-05-26,2002,5,May,26,0,21,146
2002-05-27,2002,5,May,27,1,22,147
2002-05-28,2002,5,May,28,2,22,148
2002-05-29,2002,5,May,29,3,22,149
2002-05-30,2002,5,May,30,4,22,150
2002-05-31,2002,5,May,31,5,22,151
2002-06-01,2002,6,Jun,1,6,22,152
2002-06-02,2002,6,Jun,2,0,22,153
2002-06-03,2002,6,Jun,3,1,23,154
2002-06-04,2002,6,Jun,4,2,23,155
2002-06-05,2002,6,Jun,5,3,23,156
2002-06-06,2002,6,Jun,6,4,23,157
2002-06-07,2002,6,Jun,7,5,23,158
2002-06-08,2002,6,Jun,8,6,23,159
2002-06-09,2002,6,Jun,9,0,23,160
2002-06-10,2002,6,Jun,10,1,24,161
2002-06-11,2002,6,Jun,11,2,24,162
2002-06-12,2002,6,Jun,12,3,24,163
2002-06-13,2002,6,Jun,13,4,24,164
2002-06-14,2002,6,Jun,14,5,24,165
2002-06-15,2002,6,Jun,15,6,24,166
2002-06-16,2002,6,Jun,16,0,24,167
2002-06-17,2002,6,Jun,17,1,25,168
2002-06-18,2002,6,Jun,18,2,25,169
2002-06-19,2002,6,Jun,19,3,25,170
2002-06-20,2002,6,Jun,20,4,25,171
2002-06-21,2002,6,Jun,21,5,25,172
2002-06-22,2002,6,Jun,22,6,25,173
2002-06-23,2002,6,Jun,23,0,25,174
2002-06-24,2002,6,Jun,24,1,26,175
2002-06-25,2002,6,Jun,25,2,26,176
2002-06-26,2002,6,Jun,26,3,26,177
2002-06-27,2002,6,Jun,27,4,26,178
2002-06-28,2002,6,Jun,28,5,26,179
2002-06-29,2002,6,Jun,29,6,26,180
2002-06-30,2002,6,Jun,30,0,26,181
2002-07-01,2002,7,Jul,1,1,27,182
2002-07-02,2002,7,Jul,2,2,27,183
2002-07-03,2002,7,Jul,3,3,27,184
2002-07-04,2002,7,Jul,4,4,27,185
2002-07-05,2002,7,Jul,5,5,27,186
2002-07-06,2002,7,Jul,6,6,27,187
2002-07-07,2002,7,Jul,7,0,27,188
2002-07-08,2002,7,Jul,8,1,28,189
2002-07-09,2002,7,Jul,9,2,28,190
2002-07-10,2002,7,Jul,10,3,28,191
2002-07-11,2002,7,Jul,11,4,28,192
2002-07-12,2002,7,Jul,12,5,28,193
2002-07-13,2002,7,Jul,13,6,28,194
2002-07-14,2002,7,Jul,14,0,28,195
2002-07-15,2002,7,Jul,15,1,29,196
2002-07-16,2002,7,Jul,16,2,29,197
2002-07-17,2002,7,Jul,17,3,29,198
2002-07-18,2002,7,Jul,18,4,29,199
2002-07-19,2002,7,Jul,19,5,29,200
2002-07-20,2002,7,Jul,20,6,29,201
2002-07-21,2002,7,Jul,21,0,29,202
2002-07-22,2002,7,Jul,22,1,30,203
2002-07-23,2002,7,Jul,23,2,30,204
2002-07-24,2002,7,Jul,24,3,30,205
2002-07-25,2002,7,Jul,25,4,30,206
2002-07-26,2002,7,Jul,26,5,30,207
2002-07-27,2002,7,Jul,27,6,30,208
2002-07-28,2002,7,Jul,28,0,30,209
2002-07-29,2002,7,Jul,29,1,31,210
2002-07-30,2002,7,Jul,30,2,31,211
2002-07-31,2002,7,Jul,31,3,31,212
2002-08-01,2002,8,Aug,1,4,31,213
2002-08-02,2002,8,Aug,2,5,31,214
2002-08-03,2002,8,Aug,3,6,31,215
2002-08-04,2002,8,Aug,4,0,31,216
2002-08-05,2002,8,Aug,5,1,32,217
2002-08-06,2002,8,Aug,6,2,32,218
2002-08-07,2002,8,Aug,7,3,32,219
2002-08-08,2002,8,Aug,8,4,32,220
2002-08-09,2002,8,Aug,9,5,32,221
2002-08-10,2002,8,Aug,10,6,32,222
2002-08-11,2002,8,Aug,11,0,32,223
2002-08-12,2002,8,Aug,12,1,33,224
2002-08-13,2002,8,Aug,13,2,33,225
2002-08-14,2002,8,Aug,14,3,33,226
2002-08-15,2002,8,Aug,15,4,33,227
2002-08-16,2002,8,Aug,16,5,33,228
2002-08-17,2002,8,Aug,17,6,33,229
2002-08-18,2002,8,Aug,18,0,33,230
2002-08-19,2002,8,Aug,19,1,34,231
2002-08-20,2002,8,Aug,20,2,34,232
2002-08-21,2002,8,Aug,21,3,34,233
2002-08-22,2002,8,Aug,22,4,34,234
2002-08-23,2002,8,Aug,23,5,34,235
2002-08-24,2002,8,Aug,24,6,34,236
2002-08-25,2002,8,Aug,25,0,34,237
2002-08-26,2002,8,Aug,26,1,35,238
2002-08-27,2002,8,Aug,27,2,35,239
2002-08-28,2002,8,Aug,28,3,35,240
2002-08-29,2002,8,Aug,29,4,35,241
2002-08-30,2002,8,Aug,30,5,35,242
2002-08-31,2002,8,Aug,31,6,35,243
2002-09-01,2002,9,Sep,1,0,35,244
2002-09-02,2002,9,Sep,2,1,36,245
2002-09-03,2002,9,Sep,3,2,36,246
2002-09-04,2002,9,Sep,4,3,36,247
2002-09-05,2002,9,Sep,5,4,36,248
2002-09-06,2002,9,Sep,6,5,36,249
2002-09-07,2002,9,Sep,7,6,36,250
2002-09-08,2002,9,Sep,8,0,36,251
2002-09-09,2002,9,Sep,9,1,37,252
2002-09-10,2002,9,Sep,10,2,37,253
2002-09-11,2002,9,Sep,11,3,37,254
2002-09-12,2002,9,Sep,12,4,37,255
2002-09-13,2002,9,Sep,13,5,37,256
2002-09-14,2002,9,Sep,14,6,37,257
2002-09-15,2002,9,Sep,15,0,37,258
2002-09-16,2002,9,Sep,16,1,38,259
2002-09-17,2002,9,Sep,17,2,38,260
2002-09-18,2002,9,Sep,18,3,38,261
2002-09-19,2002,9,Sep,19,4,38,262
2002-09-20,2002,9,Sep,20,5,38,263
2002-09-21,2002,9,Sep,21,6,38,264
2002-09-22,2002,9,Sep,22,0,38,265
2002-09-23,2002,9,Sep,23,1,39,266
2002-09-24,2002,9,Sep,24,2,39,267
2002-09-25,2002,9,Sep,25,3,39,268
2002-09-26,2002,9,Sep,26,4,39,269
2002-09-27,2002,9,Sep,27,5,39,270
2002-09-28,2002,9,Sep,28,6,39,271
2002-09-29,2002,9,Sep,29,0,39,272
2002-09-30,2002,9,Sep,30,1,40,273
2002-10-01,2002,10,Oct,1,2,40,274
2002-10-02,2002,10,Oct,2,3,40,275
2002-10-03,2002,10,Oct,3,4,40,276
2002-10-04,2002,10,Oct,4,5,40,277
2002-10-05,2002,10,Oct,5,6,40,278
2002-10-06,2002,10,Oct,6,0,40,279
2002-10-07,2002,10,Oct,7,1,41,280
2002-10-08,2002,10,Oct,8,2,41,281
2002-10-09,2002,10,Oct,9,3,41,282
2002-10-10,2002,10,Oct,10,4,41,283
2002-10-11,2002,10,Oct,11,5,41,284
2002-10-12,2002,10,Oct,12,6,41,285
2002-10-13,2002,10,Oct,13,0,41,286
2002-10-14,2002,10,Oct,14,1,42,287
2002-10-15,2002,10,Oct,15,2,42,288
2002-10-16,2002,10,Oct,16,3,42,289
2002-10-17,2002,10,Oct,17,4,42,290
2002-10-18,2002,10,Oct,18,5,42,291
2002-10-19,2002,10,Oct,19,6,42,292
2002-10-20,2002,10,Oct,20,0,42,293
2002-10-21,2002,10,Oct,21,1,43,294
2002-10-22,2002,10,Oct,22,2,43,295
2002-10-23,2002,10,Oct,23,3,43,296
2002-10-24,2002,10,Oct,24,4,43,297
2002-10-25,2002,10,Oct,25,5,43,298
2002-10-26,2002,10,Oct,26,6,43,299
2002-10-27,2002,10,Oct,27,0,43,300
2002-10-28,2002,10,Oct,28,1,44,301
2002-10-29,2002,10,Oct,29,2,44,302
2002-10-30,2002,10,Oct,30,3,44,303
2002-10-31,2002,10,Oct,31,4,44,304
2002-11-01,2002,11,Nov,1,5,44,305
2002-11-02,2002,11,Nov,2,6,44,306
2002-11-03,2002,11,Nov,3,0,44,307
2002-11-04,2002,11,Nov,4,1,45,308
2002-11-05,2002,11,Nov,5,2,45,309
2002-11-06,2002,11,Nov,6,3,45,310
2002-11-07,2002,11,Nov,7,4,45,311
2002-11-08,2002,11,Nov,8,5,45,312
2002-11-09,2002,11,Nov,9,6,45,313
2002-11-10,2002,11,Nov,10,0,45,314
2002-11-11,2002,11,Nov,11,1,46,315
2002-11-12,2002,11,Nov,12,2,46,316
2002-11-13,2002,11,Nov,13,3,46,317
2002-11-14,2002,11,Nov,14,4,46,318
2002-11-15,2002,11,Nov,15,5,46,319
2002-11-16,2002,11,Nov,16,6,46,320
2002-11-17,2002,11,Nov,17,0,46,321
2002-11-18,2002,11,Nov,18,1,47,322
2002-11-19,2002,11,Nov,19,2,47,323
2002-11-20,2002,11,Nov,20,3,47,324
2002-11-21,2002,11,Nov,21,4,47,325
2002-11-22,2002,11,Nov,22,5,47,326
2002-11-23,2002,11,Nov,23,6,47,327
2002-11-24,2002,11,Nov,24,0,47,328
2002-11-25,2002,11,Nov,25,1,48,329
2002-11-26,2002,11,Nov,26,2,48,330
2002-11-27,2002,11,Nov,27,3,48,331
2002-11-28,2002,11,Nov,28,4,48,332
2002-11-29,2002,11,Nov,29,5,48,333
2002-11-30,2002,11,Nov,30,6,48,334
2002-12-01,2002,12,Dec,1,0,48,335
2002-12-02,2002,12,Dec,2,1,49,336
2002-12-03,2002,12,Dec,3,2,49,337
2002-12-04,2002,12,Dec,4,3,49,338
2002-12-05,2002,12,Dec,5,4,49,339
2002-12-06,2002,12,Dec,6,5,49,340
2002-12-07,2002,12,Dec,7,6,49,341
2002-12-08,2002,12,Dec,8,0,49,342
2002-12-09,2002,12,Dec,9,1,50,343
2002-12-10,2002,12,Dec,10,2,50,344
2002-12-11,2002,12,Dec,11,3,50,345
2002-12-12,2002,12,Dec,12,4,50,346
2002-12-13,2002,12,Dec,13,5,50,347
2002-12-14,2002,12,Dec,14,6,50,348
2002-12-15,2002,12,Dec,15,0,50,349
2002-12-16,2002,12,Dec,16,1,51,350
2002-12-17,2002,12,Dec,17,2,51,351
2002-12-18,2002,12,Dec,18,3,51,352
2002-12-19,2002,12,Dec,19,4,51,353
2002-12-20,2002,12,Dec,20,5,51,354
2002-12-21,2002,12,Dec,21,6,51,355
2002-12-22,2002,12,Dec,22,0,51,356
2002-12-23,2002,12,Dec,23,1,52,357
2002-12-24,2002,12,Dec,24,2,52,358
2002-12-25,2002,12,Dec,25,3,52,359
2002-12-26,2002,12,Dec,26,4,52,360
2002-12-27,2002,12,Dec,27,5,52,361
2002-12-28,2002,12,Dec,28,6,52,362
2002-12-29,2002,12,Dec,29,0,52,363
2002-12-30,2002,12,Dec,30,1,1,364
2002-12-31,2002,12,Dec,31,2,1,365
2003-01-01,2003,1,Jan,1,3,1,1
2003-01-02,2003,1,Jan,2,4,1,2
2003-01-03,2003,1,Jan,3,5,1,3
2003-01-04,2003,1,Jan,4,6,1,4
2003-01-05,2003,1,Jan,5,0,1,5
2003-01-06,2003,1,Jan,6,1,2,6
2003-01-07,2003,1,Jan,7,2,2,7
2003-01-08,2003,1,Jan,8,3,2,8
2003-01-09,2003,1,Jan,9,4,2,9
2003-01-10,2003,1,Jan,10,5,2,10
2003-01-11,2003,1,Jan,11,6,2,11
2003-01-12,2003,1,Jan,12,0,2,12
2003-01-13,2003,1,Jan,13,1,3,13
2003-01-14,2003,1,Jan,14,2,3,14
2003-01-15,2003,1,Jan,15,3,3,15
2003-01-16,2003,1,Jan,16,4,3,16
2003-01-17,2003,1,Jan,17,5,3,17
2003-01-18,2003,1,Jan,18,6,3,18
2003-01-19,2003,1,Jan,19,0,3,19
2003-01-20,2003,1,Jan,20,1,4,20
2003-01-21,2003,1,Jan,21,2,4,21
2003-01-22,2003,1,Jan,22,3,4,22
2003-01-23,2003,1,Jan,23,4,4,23
2003-01-24,2003,1,Jan,24,5,4,24
2003-01-25,2003,1,Jan,25,6,4,25
2003-01-26,2003,1,Jan,26,0,4,26
2003-01-27,2003,1,Jan,27,1,5,27
2003-01-28,2003,1,Jan,28,2,5,28
2003-01-29,2003,1,Jan,29,3,5,29
2003-01-30,2003,1,Jan,30,4,5,30
2003-01-31,2003,1,Jan,31,5,5,31
2003-02-01,2003,2,Feb,1,6,5,32
2003-02-02,2003,2,Feb,2,0,5,33
2003-02-03,2003,2,Feb,3,1,6,34
2003-02-04,2003,2,Feb,4,2,6,35
2003-02-05,2003,2,Feb,5,3,6,36
2003-02-06,2003,2,Feb,6,4,6,37
2003-02-07,2003,2,Feb,7,5,6,38
2003-02-08,2003,2,Feb,8,6,6,39
2003-02-09,2003,2,Feb,9,0,6,40
2003-02-10,2003,2,Feb,10,1,7,41
2003-02-11,2003,2,Feb,11,2,7,42
2003-02-12,2003,2,Feb,12,3,7,43
2003-02-13,2003,2,Feb,13,4,7,44
2003-02-14,2003,2,Feb,14,5,7,45
2003-02-15,2003,2,Feb,15,6,7,46
2003-02-16,2003,2,Feb,16,0,7,47
2003-02-17,2003,2,Feb,17,1,8,48
2003-02-18,2003,2,Feb,18,2,8,49
2003-02-19,2003,2,Feb,19,3,8,50
2003-02-20,2003,2,Feb,20,4,8,51
2003-02-21,2003,2,Feb,21,5,8,52
2003-02-22,2003,2,Feb,22,6,8,53
2003-02-23,2003,2,Feb,23,0,8,54
2003-02-24,2003,2,Feb,24,1,9,55
2003-02-25,2003,2,Feb,25,2,9,56
2003-02-26,2003,2,Feb,26,3,9,57
2003-02-27,2003,2,Feb,27,4,9,58
2003-02-28,2003,2,Feb,28,5,9,59
2003-03-01,2003,3,Mar,1,6,9,60
2003-03-02,2003,3,Mar,2,0,9,61
2003-03-03,2003,3,Mar,3,1,10,62
2003-03-04,2003,3,Mar,4,2,10,63
2003-03-05,2003,3,Mar,5,3,10,64
2003-03-06,2003,3,Mar,6,4,10,65
2003-03-07,2003,3,Mar,7,5,10,66
2003-03-08,2003,3,Mar,8,6,10,67
2003-03-09,2003,3,Mar,9,0,10,68
